Date,Open,High,Low,Close,Adj Close,Volume
2023-01-26,53.990002,54.990002,53.419998,54.790001,51.722660,697000
2023-01-27,54.980000,55.220001,54.029999,55.029999,51.949223,717700
2023-01-30,55.709999,56.860001,55.380001,56.150002,53.006523,1085200
2023-01-31,56.470001,57.270000,56.360001,57.220001,54.016621,784300
2023-02-01,57.439999,58.180000,57.119999,57.169998,53.969418,871400
2023-02-02,56.820000,56.860001,54.450001,54.740002,51.675461,971200
2023-02-03,54.980000,55.290001,54.419998,54.470001,51.420578,852600
2023-02-06,54.889999,55.230000,54.200001,54.709999,51.647137,608300
2023-02-07,54.459999,54.570000,53.320000,54.250000,51.212891,679400
2023-02-08,54.169998,54.299999,53.090000,53.389999,50.401035,565800
2023-02-09,53.799999,53.799999,52.509998,53.130001,50.155594,676100
2023-02-10,53.270000,53.630001,52.810001,53.619999,50.618160,560600
2023-02-13,53.950001,54.799999,53.639999,54.340000,51.297852,561700
2023-02-14,54.340000,55.090000,53.889999,54.959999,51.883141,676800
2023-02-15,55.139999,56.660000,54.560001,56.610001,53.440769,699200
2023-02-16,56.520000,58.750000,56.070000,58.439999,55.168320,1473900
2023-02-17,58.810001,61.820000,58.599998,61.360001,57.924850,1594400
2023-02-21,61.389999,61.759998,58.980000,59.500000,56.168976,859900
2023-02-22,59.500000,60.000000,59.040001,59.490002,56.159538,517800
2023-02-23,59.560001,60.770000,59.049999,59.400002,56.074577,636600
2023-02-24,59.360001,59.770000,58.090000,58.389999,55.121120,729000
2023-02-27,58.430000,59.029999,57.889999,58.090000,54.837914,524100
2023-02-28,58.180000,58.410000,56.619999,56.799999,53.620132,998100
2023-03-01,56.880001,57.299999,55.610001,57.040001,53.846699,706500
2023-03-02,57.209999,57.990002,56.680000,57.389999,54.177105,526200
2023-03-03,57.349998,57.380001,56.599998,57.009998,53.818375,513200
2023-03-06,56.910000,57.060001,55.740002,56.709999,53.535168,671700
2023-03-07,56.849998,56.849998,55.680000,56.259998,53.110363,673200
2023-03-08,56.259998,56.480000,55.139999,55.869999,52.742195,493900
2023-03-09,55.709999,56.520000,55.139999,55.849998,52.723316,580100
2023-03-10,55.840000,56.630001,55.419998,56.080002,52.940445,613700
2023-03-13,55.740002,56.599998,54.380001,54.689999,51.628258,724800
2023-03-14,55.180000,55.720001,54.689999,55.270000,52.175789,654100
2023-03-15,54.750000,55.450001,54.320000,54.790001,51.722660,710900
2023-03-16,54.529999,55.270000,54.389999,54.840000,51.769863,675900
2023-03-17,54.990002,55.110001,54.250000,54.490002,51.439457,1534400
2023-03-20,54.919998,55.900002,54.680000,54.759998,51.694340,823800
2023-03-21,55.169998,55.509998,53.930000,54.380001,51.335617,775400
2023-03-22,54.310001,55.250000,53.930000,53.930000,50.910809,837300
2023-03-23,54.209999,54.490002,53.750000,53.860001,50.844727,777000
2023-03-24,54.000000,54.959999,53.830002,54.459999,51.411133,723900
2023-03-27,54.889999,55.560001,54.880001,55.270000,52.175789,770700
2023-03-28,55.270000,55.740002,54.119999,54.270000,51.231773,1166900
2023-03-29,56.889999,60.580002,55.549999,57.959999,54.715191,3381400
2023-03-30,58.000000,60.310001,57.970001,59.980000,56.622105,1763000
2023-03-31,60.439999,61.740002,60.070000,60.889999,57.481159,1637700
2023-04-03,61.130001,61.910000,60.500000,61.009998,57.594440,939000
2023-04-04,61.020000,61.020000,55.930000,56.860001,53.676773,1465300
2023-04-05,57.000000,57.189999,55.099998,55.380001,52.279633,1233600
2023-04-06,55.599998,56.639999,55.400002,55.709999,52.591156,824400
2023-04-10,55.950001,57.099998,55.750000,56.520000,53.355808,872600
2023-04-11,56.869999,58.189999,56.750000,57.560001,54.337585,1187700
2023-04-12,57.500000,57.820000,56.709999,57.090000,53.893898,1071300
2023-04-13,57.090000,57.150002,55.110001,56.080002,52.940445,1220500
2023-04-14,56.119999,56.639999,55.270000,55.360001,52.260750,829500
2023-04-17,55.689999,56.259998,55.560001,56.040001,52.902683,760600
2023-04-18,56.299999,57.380001,55.830002,57.150002,53.950542,871500
2023-04-19,57.480000,57.570000,56.389999,56.549999,53.384129,1101100
2023-04-20,56.500000,57.029999,55.759998,55.849998,52.723316,828600
2023-04-21,55.790001,55.970001,54.160000,54.540001,51.486656,1088700
2023-04-24,54.750000,55.000000,53.689999,54.340000,51.297852,1636700
2023-04-25,50.810001,51.169998,48.450001,49.750000,48.945518,2825500
2023-04-26,49.750000,49.919998,48.900002,49.610001,48.807781,3052100
2023-04-27,49.509998,49.509998,47.709999,48.119999,47.341873,1354700
2023-04-28,48.240002,48.320000,47.310001,47.500000,46.731903,1255700
2023-05-01,47.500000,47.689999,46.450001,46.779999,46.023544,1103200
2023-05-02,46.790001,46.790001,45.580002,46.400002,45.649689,1427400
2023-05-03,46.480000,47.830002,46.419998,47.520000,46.751579,1372900
2023-05-04,47.349998,48.770000,47.189999,48.680000,47.892818,820700
2023-05-05,49.090000,50.990002,49.060001,50.419998,49.604683,1132400
2023-05-08,50.480000,50.480000,48.590000,48.599998,47.814114,698300
2023-05-09,48.500000,48.529999,46.660000,46.680000,45.925159,743800
2023-05-10,46.740002,47.950001,46.400002,47.720001,46.948345,710800
2023-05-11,47.459999,48.060001,47.380001,47.900002,47.125435,830100
2023-05-12,47.910000,48.080002,46.980000,47.049999,46.289177,490200
2023-05-15,47.200001,47.580002,46.520000,46.720001,45.964516,610600
2023-05-16,46.529999,46.990002,46.200001,46.410000,45.659527,602800
2023-05-17,46.560001,47.759998,46.259998,47.750000,46.977859,637600
2023-05-18,47.639999,48.110001,47.340000,47.959999,47.184464,837500
2023-05-19,48.340000,48.410000,47.740002,48.119999,47.341873,718800
2023-05-22,48.310001,48.470001,47.570000,48.160000,47.381229,681100
2023-05-23,48.480000,48.959999,47.750000,48.790001,48.001041,819700
2023-05-24,48.970001,49.040001,48.279999,48.330002,47.548481,610100
2023-05-25,48.130001,49.650002,48.000000,49.570000,48.768429,497400
2023-05-26,49.349998,49.889999,48.209999,48.619999,47.833790,771400
2023-05-30,48.480000,48.480000,47.240002,47.480000,46.712223,586900
2023-05-31,47.299999,47.860001,47.099998,47.549999,46.781094,868100
2023-06-01,47.590000,47.810001,46.730000,47.049999,46.289177,590400
2023-06-02,47.380001,47.990002,47.250000,47.560001,46.790932,540700
2023-06-05,47.349998,47.900002,46.950001,47.090000,46.328529,584800
2023-06-06,46.919998,47.119999,46.529999,46.959999,46.200634,647800
2023-06-07,46.990002,48.220001,46.389999,47.959999,47.184464,787200
2023-06-08,47.880001,48.660000,47.480000,48.480000,47.696053,608300
2023-06-09,48.549999,49.939999,48.549999,49.410000,48.611015,782000
2023-06-12,49.410000,49.980000,49.250000,49.599998,48.797943,552800
2023-06-13,49.599998,49.840000,48.630001,48.799999,48.010880,821000
2023-06-14,49.000000,49.790001,48.709999,49.480000,48.679882,689400
2023-06-15,49.639999,49.889999,49.290001,49.669998,48.866810,591300
2023-06-16,49.959999,50.180000,47.599998,47.720001,46.948345,1530900
2023-06-20,47.419998,47.529999,45.779999,46.080002,45.334866,938600
2023-06-21,45.650002,45.750000,44.009998,45.040001,44.311680,1109400
2023-06-22,45.270000,45.389999,44.639999,45.029999,44.301842,776600
2023-06-23,45.000000,45.380001,44.349998,44.419998,43.701706,758700
2023-06-26,44.529999,45.500000,44.430000,45.310001,44.577316,667400
2023-06-27,45.139999,45.250000,44.090000,44.419998,43.701706,722500
2023-06-28,44.320000,44.669998,43.750000,44.650002,43.927990,678700
2023-06-29,44.799999,45.599998,44.580002,44.840000,44.114914,708800
2023-06-30,45.060001,45.150002,44.270000,45.000000,44.272327,737600
2023-07-03,45.189999,46.090000,45.189999,45.910000,45.167614,534500
2023-07-05,45.470001,45.580002,44.860001,45.189999,44.459255,776100
2023-07-06,45.009998,45.290001,44.680000,44.750000,44.026371,553900
2023-07-07,44.509998,44.630001,43.830002,44.110001,43.396721,775000
2023-07-10,44.439999,44.889999,43.520000,43.880001,43.170441,887400
2023-07-11,44.150002,44.590000,43.680000,44.000000,43.288498,790000
2023-07-12,44.419998,44.480000,43.720001,43.730000,43.022865,686300
2023-07-13,43.910000,44.430000,43.910000,44.169998,43.455746,753700
2023-07-14,44.080002,44.150002,43.419998,43.730000,43.022865,716400
2023-07-17,43.419998,43.980000,43.290001,43.950001,43.239307,897700
2023-07-18,44.040001,44.889999,44.040001,44.430000,43.711544,728900
2023-07-19,44.830002,45.119999,44.189999,44.290001,43.573811,779200
2023-07-20,44.360001,44.459999,43.889999,44.290001,43.573811,671600
2023-07-21,44.430000,44.529999,43.849998,44.110001,43.396721,856500
2023-07-24,44.240002,45.430000,44.230000,45.139999,44.410065,1160900
2023-07-25,45.279999,45.590000,44.820000,45.070000,44.341194,1026900
2023-07-26,46.230000,47.490002,45.020000,45.380001,44.646183,1636600
2023-07-27,45.400002,45.799999,44.590000,44.939999,44.213295,1185100
2023-07-28,45.349998,46.299999,45.080002,46.230000,45.482437,772000
2023-07-31,46.230000,46.619999,45.810001,46.189999,45.443085,726400
2023-08-01,46.270000,46.470001,45.250000,45.660000,44.921654,943300
2023-08-02,45.450001,46.150002,45.349998,45.930000,45.187290,854800
2023-08-03,45.980000,46.810001,45.790001,46.689999,45.934998,752100
2023-08-04,45.869999,46.049999,45.040001,45.299999,45.299999,651600
2023-08-07,45.310001,45.810001,45.000000,45.419998,45.419998,510800
2023-08-08,45.180000,45.830002,44.799999,45.279999,45.279999,915600
2023-08-09,45.200001,46.110001,45.060001,45.980000,45.980000,723300
2023-08-10,46.310001,46.810001,45.970001,46.660000,46.660000,970200
2023-08-11,46.650002,47.639999,46.369999,46.490002,46.490002,1005000
2023-08-14,46.480000,46.570000,45.669998,46.299999,46.299999,619600
2023-08-15,46.310001,46.919998,46.180000,46.570000,46.570000,633400
2023-08-16,46.500000,47.250000,46.419998,46.849998,46.849998,570300
2023-08-17,47.160000,47.590000,47.090000,47.099998,47.099998,547800
2023-08-18,46.840000,47.720001,46.720001,47.639999,47.639999,658200
2023-08-21,47.680000,48.340000,47.180000,48.099998,48.099998,699500
2023-08-22,48.020000,48.130001,47.299999,47.360001,47.360001,733300
2023-08-23,47.360001,47.610001,46.910000,47.060001,47.060001,653700
2023-08-24,47.080002,47.500000,46.820000,47.000000,47.000000,589500
2023-08-25,47.209999,47.290001,46.590000,47.049999,47.049999,409500
2023-08-28,47.240002,47.450001,47.180000,47.220001,47.220001,469000
2023-08-29,47.490002,47.889999,47.299999,47.810001,47.810001,609400
2023-08-30,47.900002,48.340000,47.599998,48.090000,48.090000,468800
2023-08-31,48.029999,48.279999,47.669998,47.790001,47.790001,914900
2023-09-01,47.830002,48.380001,47.660000,47.700001,47.700001,609300
2023-09-05,47.779999,48.119999,47.029999,47.980000,47.980000,743900
2023-09-06,48.049999,48.459999,47.270000,47.580002,47.580002,604600
2023-09-07,47.779999,49.009998,47.430000,48.900002,48.900002,876800
2023-09-08,48.900002,49.730000,48.709999,49.599998,49.599998,796700
2023-09-11,49.599998,49.740002,48.630001,48.730000,48.730000,644000
2023-09-12,48.799999,48.799999,47.169998,47.400002,47.400002,769700
2023-09-13,47.549999,47.599998,46.520000,46.630001,46.630001,783600
2023-09-14,46.950001,47.320000,46.290001,46.330002,46.330002,617500
2023-09-15,46.169998,46.570000,45.730000,46.080002,46.080002,1325400
2023-09-18,46.250000,47.099998,45.939999,46.889999,46.889999,553200
2023-09-19,46.820000,47.840000,46.820000,47.279999,47.279999,524300
2023-09-20,47.750000,47.750000,46.869999,46.889999,46.889999,347900
2023-09-21,46.889999,48.930000,46.880001,48.630001,48.630001,655500
2023-09-22,48.570000,48.980000,48.150002,48.270000,48.270000,489100
2023-09-25,48.150002,48.770000,48.139999,48.639999,48.639999,399000
2023-09-26,48.500000,49.669998,48.299999,49.270000,49.270000,672900
2023-09-27,49.410000,49.490002,47.759998,48.270000,48.270000,482800
2023-09-28,48.400002,49.299999,48.400002,49.099998,49.099998,566300
2023-09-29,49.259998,49.410000,48.270000,48.419998,48.419998,536100
2023-10-02,48.419998,48.590000,47.230000,47.520000,47.520000,1037700
2023-10-03,47.240002,48.000000,47.150002,47.500000,47.500000,1473000
2023-10-04,42.389999,44.639999,42.250000,44.040001,44.040001,4616600
2023-10-05,44.430000,44.520000,43.500000,44.070000,44.070000,1337900
2023-10-06,44.150002,46.209999,43.950001,46.000000,46.000000,1232400
2023-10-09,45.869999,47.480000,45.790001,46.680000,46.680000,1074400
2023-10-10,46.869999,47.619999,46.580002,47.490002,47.490002,938800
2023-10-11,47.740002,48.160000,47.259998,48.110001,48.110001,713700
2023-10-12,48.119999,49.000000,47.599998,48.990002,48.990002,817800
